83, Federal-gov, Masters
22, Without-pay, 11th
22, Without-pay, Doctorate
22, Without-pay, 9th
22, Without-pay, Assoc-acdm
22, Self-emp-inc, Masters
22, Self-emp-inc, Assoc-voc
22, Self-emp-inc, Bachelors
22, Self-emp-inc, 10th
22, Self-emp-inc, 1st-4th
22, Self-emp-inc, Prof-school
22, Self-emp-inc, HS-grad
22, Self-emp-inc, 7th-8th
22, Self-emp-inc, 12th
22, Self-emp-inc, Some-college
22, Self-emp-inc, 5th-6th
22, Self-emp-inc, Preschool
22, Self-emp-inc, 11th
22, Self-emp-inc, Doctorate
22, Self-emp-inc, 9th
22, Self-emp-inc, Assoc-acdm
22, State-gov, Masters
22, State-gov, Assoc-voc
22, State-gov, Bachelors
22, State-gov, 10th
22, State-gov, 1st-4th
22, State-gov, Prof-school
22, State-gov, HS-grad
22, State-gov, 7th-8th
22, State-gov, 12th
22, State-gov, Some-college
22, State-gov, 5th-6th
22, State-gov, Preschool
22, State-gov, 11th
22, State-gov, Doctorate
22, State-gov, 9th
22, State-gov, Assoc-acdm
86, Federal-gov, Masters
86, Federal-gov, Assoc-voc
86, Federal-gov, Bachelors
86, Federal-gov, 10th
86, Federal-gov, 1st-4th
86, Federal-gov, Prof-school
86, Federal-gov, HS-grad
86, Federal-gov, 7th-8th
86, Federal-gov, 12th
86, Federal-gov, Some-college
86, Federal-gov, 5th-6th
86, Federal-gov, Preschool
86, Federal-gov, 11th
86, Federal-gov, Doctorate
86, Federal-gov, 9th
86, Federal-gov, Assoc-acdm
86, ?, Masters
86, ?, Assoc-voc
86, ?, Bachelors
86, ?, 10th
86, ?, 1st-4th
86, ?, Prof-school
86, ?, HS-grad
86, ?, 7th-8th
86, ?, 12th
86, ?, Some-college
86, ?, 5th-6th
86, ?, Preschool
86, ?, 11th
86, ?, Doctorate
86, ?, 9th
86, ?, Assoc-acdm
86, Self-emp-not-inc, Masters
86, Self-emp-not-inc, Assoc-voc
86, Self-emp-not-inc, Bachelors
86, Self-emp-not-inc, 10th
86, Self-emp-not-inc, 1st-4th
86, Self-emp-not-inc, Prof-school
86, Self-emp-not-inc, HS-grad
86, Self-emp-not-inc, 7th-8th
86, Self-emp-not-inc, 12th
86, Self-emp-not-inc, Some-college
86, Self-emp-not-inc, 5th-6th
86, Self-emp-not-inc, Preschool
86, Self-emp-not-inc, 11th
86, Self-emp-not-inc, Doctorate
86, Self-emp-not-inc, 9th
86, Self-emp-not-inc, Assoc-acdm
86, Never-worked, Masters
86, Never-worked, Assoc-voc
86, Never-worked, Bachelors
86, Never-worked, 10th
86, Never-worked, 1st-4th
86, Never-worked, Prof-school
86, Never-worked, HS-grad
86, Never-worked, 7th-8th
86, Never-worked, 12th
86, Never-worked, Some-college
86, Never-worked, 5th-6th
86, Never-worked, Preschool
86, Never-worked, 11th
86, Never-worked, Doctorate
86, Never-worked, 9th
86, Never-worked, Assoc-acdm
86, Local-gov, Masters
86, Local-gov, Assoc-voc
86, Local-gov, Bachelors
86, Local-gov, 10th
86, Local-gov, 1st-4th
86, Local-gov, Prof-school
86, Local-gov, HS-grad
86, Local-gov, 7th-8th
86, Local-gov, 12th
86, Local-gov, Some-college
86, Local-gov, 5th-6th
86, Local-gov, Preschool
86, Local-gov, 11th
86, Local-gov, Doctorate
86, Local-gov, 9th
86, Local-gov, Assoc-acdm
86, Private, Masters
86, Private, Assoc-voc
86, Private, Bachelors
86, Private, 10th
86, Private, 1st-4th
86, Private, Prof-school
86, Private, HS-grad
86, Private, 7th-8th
86, Private, 12th
86, Private, Some-college
86, Private, 5th-6th
86, Private, Preschool
86, Private, 11th
86, Private, Doctorate
86, Private, 9th
86, Private, Assoc-acdm
86, Without-pay, Masters
86, Without-pay, Assoc-voc
86, Without-pay, Bachelors
86, Without-pay, 10th
86, Without-pay, 1st-4th
86, Without-pay, Prof-school
86, Without-pay, HS-grad
86, Without-pay, 7th-8th
86, Without-pay, 12th
86, Without-pay, Some-college
86, Without-pay, 5th-6th
86, Without-pay, Preschool
86, Without-pay, 11th
86, Without-pay, Doctorate
86, Without-pay, 9th
86, Without-pay, Assoc-acdm
86, Self-emp-inc, Masters
86, Self-emp-inc, Assoc-voc
86, Self-emp-inc, Bachelors
86, Self-emp-inc, 10th
86, Self-emp-inc, 1st-4th
86, Self-emp-inc, Prof-school
86, Self-emp-inc, HS-grad
86, Self-emp-inc, 7th-8th
86, Self-emp-inc, 12th
86, Self-emp-inc, Some-college
86, Self-emp-inc, 5th-6th
86, Self-emp-inc, Preschool
86, Self-emp-inc, 11th
86, Self-emp-inc, Doctorate
86, Self-emp-inc, 9th
86, Self-emp-inc, Assoc-acdm
86, State-gov, Masters
86, State-gov, Assoc-voc
86, State-gov, Bachelors
86, State-gov, 10th
86, State-gov, 1st-4th
86, State-gov, Prof-school
86, State-gov, HS-grad
86, State-gov, 7th-8th
86, State-gov, 12th
86, State-gov, Some-college
86, State-gov, 5th-6th
86, State-gov, Preschool
86, State-gov, 11th
86, State-gov, Doctorate
86, State-gov, 9th
86, State-gov, Assoc-acdm
33, Federal-gov, Masters
33, Federal-gov, Assoc-voc
33, Federal-gov, Bachelors
33, Federal-gov, 10th
33, Federal-gov, 1st-4th
33, Federal-gov, Prof-school
33, Federal-gov, HS-grad
33, Federal-gov, 7th-8th
33, Federal-gov, 12th
33, Federal-gov, Some-college
33, Federal-gov, 5th-6th
33, Federal-gov, Preschool
33, Federal-gov, 11th
33, Federal-gov, Doctorate
33, Federal-gov, 9th
33, Federal-gov, Assoc-acdm
33, ?, Masters
33, ?, Assoc-voc
33, ?, Bachelors
33, ?, 10th
33, ?, 1st-4th
33, ?, Prof-school
33, ?, HS-grad
33, ?, 7th-8th
33, ?, 12th
33, ?, Some-college
33, ?, 5th-6th
33, ?, Preschool
33, ?, 11th
33, ?, Doctorate
33, ?, 9th
33, ?, Assoc-acdm
33, Self-emp-not-inc, Masters
33, Self-emp-not-inc, Assoc-voc
33, Self-emp-not-inc, Bachelors
33, Self-emp-not-inc, 10th
33, Self-emp-not-inc, 1st-4th
33, Self-emp-not-inc, Prof-school
33, Self-emp-not-inc, HS-grad
33, Self-emp-not-inc, 7th-8th
33, Self-emp-not-inc, 12th
33, Self-emp-not-inc, Some-college
33, Self-emp-not-inc, 5th-6th
33, Self-emp-not-inc, Preschool
33, Self-emp-not-inc, 11th
33, Self-emp-not-inc, Doctorate
33, Self-emp-not-inc, 9th
33, Self-emp-not-inc, Assoc-acdm
33, Never-worked, Masters
33, Never-worked, Assoc-voc
33, Never-worked, Bachelors
33, Never-worked, 10th
33, Never-worked, 1st-4th
33, Never-worked, Prof-school
33, Never-worked, HS-grad
33, Never-worked, 7th-8th
33, Never-worked, 12th
33, Never-worked, Some-college
33, Never-worked, 5th-6th
33, Never-worked, Preschool
33, Never-worked, 11th
33, Never-worked, Doctorate
33, Never-worked, 9th
33, Never-worked, Assoc-acdm
33, Local-gov, Masters
33, Local-gov, Assoc-voc
33, Local-gov, Bachelors
33, Local-gov, 10th
33, Local-gov, 1st-4th
33, Local-gov, Prof-school
33, Local-gov, HS-grad
33, Local-gov, 7th-8th
33, Local-gov, 12th
33, Local-gov, Some-college
33, Local-gov, 5th-6th
33, Local-gov, Preschool
33, Local-gov, 11th
33, Local-gov, Doctorate
33, Local-gov, 9th
33, Local-gov, Assoc-acdm
33, Private, Masters
33, Private, Assoc-voc
33, Private, Bachelors
33, Private, 10th
33, Private, 1st-4th
33, Private, Prof-school
33, Private, HS-grad
33, Private, 7th-8th
33, Private, 12th
33, Private, Some-college
33, Private, 5th-6th
33, Private, Preschool
33, Private, 11th
33, Private, Doctorate
33, Private, 9th
33, Private, Assoc-acdm
33, Without-pay, Masters
33, Without-pay, Assoc-voc
33, Without-pay, Bachelors
33, Without-pay, 10th
33, Without-pay, 1st-4th
33, Without-pay, Prof-school
33, Without-pay, HS-grad
33, Without-pay, 7th-8th
33, Without-pay, 12th
33, Without-pay, Some-college
33, Without-pay, 5th-6th
33, Without-pay, Preschool
33, Without-pay, 11th
33, Without-pay, Doctorate
33, Without-pay, 9th
33, Without-pay, Assoc-acdm
33, Self-emp-inc, Masters
33, Self-emp-inc, Assoc-voc
33, Self-emp-inc, Bachelors
33, Self-emp-inc, 10th
33, Self-emp-inc, 1st-4th
33, Self-emp-inc, Prof-school
33, Self-emp-inc, HS-grad
33, Self-emp-inc, 7th-8th
33, Self-emp-inc, 12th
33, Self-emp-inc, Some-college
33, Self-emp-inc, 5th-6th
33, Self-emp-inc, Preschool
33, Self-emp-inc, 11th
33, Self-emp-inc, Doctorate
33, Self-emp-inc, 9th
33, Self-emp-inc, Assoc-acdm
33, State-gov, Masters
33, State-gov, Assoc-voc
33, State-gov, Bachelors
33, State-gov, 10th
33, State-gov, 1st-4th
33, State-gov, Prof-school
33, State-gov, HS-grad
33, State-gov, 7th-8th
33, State-gov, 12th
33, State-gov, Some-college
33, State-gov, 5th-6th
33, State-gov, Preschool
33, State-gov, 11th
33, State-gov, Doctorate
33, State-gov, 9th
33, State-gov, Assoc-acdm
20, Federal-gov, Masters
20, Federal-gov, Assoc-voc
20, Federal-gov, Bachelors
20, Federal-gov, 10th
20, Federal-gov, 1st-4th
20, Federal-gov, Prof-school
20, Federal-gov, HS-grad
20, Federal-gov, 7th-8th
20, Federal-gov, 12th
20, Federal-gov, Some-college
20, Federal-gov, 5th-6th
20, Federal-gov, Preschool
20, Federal-gov, 11th
20, Federal-gov, Doctorate
20, Federal-gov, 9th
20, Federal-gov, Assoc-acdm
20, ?, Masters
20, ?, Assoc-voc
20, ?, Bachelors
20, ?, 10th
20, ?, 1st-4th
20, ?, Prof-school
20, ?, HS-grad
20, ?, 7th-8th
20, ?, 12th
20, ?, Some-college
20, ?, 5th-6th
20, ?, Preschool
20, ?, 11th
20, ?, Doctorate
20, ?, 9th
20, ?, Assoc-acdm
20, Self-emp-not-inc, Masters
20, Self-emp-not-inc, Assoc-voc
20, Self-emp-not-inc, Bachelors
20, Self-emp-not-inc, 10th
20, Self-emp-not-inc, 1st-4th
20, Self-emp-not-inc, Prof-school
20, Self-emp-not-inc, HS-grad
20, Self-emp-not-inc, 7th-8th
20, Self-emp-not-inc, 12th
20, Self-emp-not-inc, Some-college
20, Self-emp-not-inc, 5th-6th
20, Self-emp-not-inc, Preschool
20, Self-emp-not-inc, 11th
20, Self-emp-not-inc, Doctorate
20, Self-emp-not-inc, 9th
20, Self-emp-not-inc, Assoc-acdm
20, Never-worked, Masters
20, Never-worked, Assoc-voc
20, Never-worked, Bachelors
20, Never-worked, 10th
20, Never-worked, 1st-4th
20, Never-worked, Prof-school
20, Never-worked, HS-grad
20, Never-worked, 7th-8th
20, Never-worked, 12th
20, Never-worked, Some-college
20, Never-worked, 5th-6th
20, Never-worked, Preschool
20, Never-worked, 11th
20, Never-worked, Doctorate
20, Never-worked, 9th
20, Never-worked, Assoc-acdm
20, Local-gov, Masters
20, Local-gov, Assoc-voc
20, Local-gov, Bachelors
20, Local-gov, 10th
20, Local-gov, 1st-4th
20, Local-gov, Prof-school
20, Local-gov, HS-grad
20, Local-gov, 7th-8th
20, Local-gov, 12th
20, Local-gov, Some-college
20, Local-gov, 5th-6th
20, Local-gov, Preschool
20, Local-gov, 11th
20, Local-gov, Doctorate
20, Local-gov, 9th
20, Local-gov, Assoc-acdm
20, Private, Masters
20, Private, Assoc-voc
20, Private, Bachelors
20, Private, 10th
20, Private, 1st-4th
20, Private, Prof-school
20, Private, HS-grad
20, Private, 7th-8th
20, Private, 12th
20, Private, Some-college
20, Private, 5th-6th
20, Private, Preschool
20, Private, 11th
20, Private, Doctorate
20, Private, 9th
20, Private, Assoc-acdm
20, Without-pay, Masters
20, Without-pay, Assoc-voc
20, Without-pay, Bachelors
20, Without-pay, 10th
20, Without-pay, 1st-4th
20, Without-pay, Prof-school
20, Without-pay, HS-grad
20, Without-pay, 7th-8th
20, Without-pay, 12th
20, Without-pay, Some-college
20, Without-pay, 5th-6th
20, Without-pay, Preschool
20, Without-pay, 11th
20, Without-pay, Doctorate
20, Without-pay, 9th
20, Without-pay, Assoc-acdm
20, Self-emp-inc, Masters
20, Self-emp-inc, Assoc-voc
20, Self-emp-inc, Bachelors
20, Self-emp-inc, 10th
20, Self-emp-inc, 1st-4th
20, Self-emp-inc, Prof-school
20, Self-emp-inc, HS-grad
20, Self-emp-inc, 7th-8th
20, Self-emp-inc, 12th
20, Self-emp-inc, Some-college
20, Self-emp-inc, 5th-6th
20, Self-emp-inc, Preschool
20, Self-emp-inc, 11th
20, Self-emp-inc, Doctorate
20, Self-emp-inc, 9th
20, Self-emp-inc, Assoc-acdm
20, State-gov, Masters
20, State-gov, Assoc-voc
20, State-gov, Bachelors
20, State-gov, 10th
20, State-gov, 1st-4th
20, State-gov, Prof-school
20, State-gov, HS-grad
20, State-gov, 7th-8th
20, State-gov, 12th
20, State-gov, Some-college
20, State-gov, 5th-6th
20, State-gov, Preschool
20, State-gov, 11th
20, State-gov, Doctorate
20, State-gov, 9th
20, State-gov, Assoc-acdm
21, Federal-gov, Masters
21, Federal-gov, Assoc-voc
21, Federal-gov, Bachelors
21, Federal-gov, 10th
21, Federal-gov, 1st-4th
21, Federal-gov, Prof-school
21, Federal-gov, HS-grad
21, Federal-gov, 7th-8th
21, Federal-gov, 12th
21, Federal-gov, Some-college
21, Federal-gov, 5th-6th
21, Federal-gov, Preschool
21, Federal-gov, 11th
21, Federal-gov, Doctorate
21, Federal-gov, 9th
21, Federal-gov, Assoc-acdm
21, ?, Masters
21, ?, Assoc-voc
21, ?, Bachelors
21, ?, 10th
21, ?, 1st-4th
21, ?, Prof-school
21, ?, HS-grad
21, ?, 7th-8th
21, ?, 12th
21, ?, Some-college
21, ?, 5th-6th
21, ?, Preschool
21, ?, 11th
21, ?, Doctorate
21, ?, 9th
21, ?, Assoc-acdm
21, Self-emp-not-inc, Masters
21, Self-emp-not-inc, Assoc-voc
21, Self-emp-not-inc, Bachelors
21, Self-emp-not-inc, 10th
21, Self-emp-not-inc, 1st-4th
21, Self-emp-not-inc, Prof-school
21, Self-emp-not-inc, HS-grad
21, Self-emp-not-inc, 7th-8th
21, Self-emp-not-inc, 12th
21, Self-emp-not-inc, Some-college
21, Self-emp-not-inc, 5th-6th
21, Self-emp-not-inc, Preschool
21, Self-emp-not-inc, 11th
21, Self-emp-not-inc, Doctorate
21, Self-emp-not-inc, 9th
21, Self-emp-not-inc, Assoc-acdm
21, Never-worked, Masters
21, Never-worked, Assoc-voc
21, Never-worked, Bachelors
21, Never-worked, 10th
21, Never-worked, 1st-4th
21, Never-worked, Prof-school
21, Never-worked, HS-grad
21, Never-worked, 7th-8th
21, Never-worked, 12th
21, Never-worked, Some-college
21, Never-worked, 5th-6th
21, Never-worked, Preschool
21, Never-worked, 11th
21, Never-worked, Doctorate
21, Never-worked, 9th
21, Never-worked, Assoc-acdm
21, Local-gov, Masters
21, Local-gov, Assoc-voc
21, Local-gov, Bachelors
21, Local-gov, 10th
21, Local-gov, 1st-4th
21, Local-gov, Prof-school
21, Local-gov, HS-grad
21, Local-gov, 7th-8th
21, Local-gov, 12th
21, Local-gov, Some-college
21, Local-gov, 5th-6th
21, Local-gov, Preschool
21, Local-gov, 11th
21, Local-gov, Doctorate
21, Local-gov, 9th
21, Local-gov, Assoc-acdm
21, Private, Masters
21, Private, Assoc-voc
21, Private, Bachelors
21, Private, 10th
21, Private, 1st-4th
21, Private, Prof-school
21, Private, HS-grad
21, Private, 7th-8th
21, Private, 12th
21, Private, Some-college
21, Private, 5th-6th
21, Private, Preschool
21, Private, 11th
21, Private, Doctorate
21, Private, 9th
21, Private, Assoc-acdm
21, Without-pay, Masters
21, Without-pay, Assoc-voc
21, Without-pay, Bachelors
21, Without-pay, 10th
21, Without-pay, 1st-4th
21, Without-pay, Prof-school
21, Without-pay, HS-grad
21, Without-pay, 7th-8th
21, Without-pay, 12th
21, Without-pay, Some-college
21, Without-pay, 5th-6th
21, Without-pay, Preschool
21, Without-pay, 11th
21, Without-pay, Doctorate
21, Without-pay, 9th
21, Without-pay, Assoc-acdm
21, Self-emp-inc, Masters
21, Self-emp-inc, Assoc-voc
21, Self-emp-inc, Bachelors
21, Self-emp-inc, 10th
21, Self-emp-inc, 1st-4th
21, Self-emp-inc, Prof-school
21, Self-emp-inc, HS-grad
21, Self-emp-inc, 7th-8th
21, Self-emp-inc, 12th
21, Self-emp-inc, Some-college
21, Self-emp-inc, 5th-6th
21, Self-emp-inc, Preschool
21, Self-emp-inc, 11th
21, Self-emp-inc, Doctorate
21, Self-emp-inc, 9th
21, Self-emp-inc, Assoc-acdm
21, State-gov, Masters
21, State-gov, Assoc-voc
21, State-gov, Bachelors
21, State-gov, 10th
21, State-gov, 1st-4th
21, State-gov, Prof-school
21, State-gov, HS-grad
21, State-gov, 7th-8th
21, State-gov, 12th
21, State-gov, Some-college
21, State-gov, 5th-6th
21, State-gov, Preschool
21, State-gov, 11th
21, State-gov, Doctorate
21, State-gov, 9th
21, State-gov, Assoc-acdm
62, Federal-gov, Masters
62, Federal-gov, Assoc-voc
62, Federal-gov, Bachelors
62, Federal-gov, 10th
62, Federal-gov, 1st-4th
62, Federal-gov, Prof-school
62, Federal-gov, HS-grad
62, Federal-gov, 7th-8th
62, Federal-gov, 12th
62, Federal-gov, Some-college
62, Federal-gov, 5th-6th
62, Federal-gov, Preschool
62, Federal-gov, 11th
62, Federal-gov, Doctorate
62, Federal-gov, 9th
62, Federal-gov, Assoc-acdm
62, ?, Masters
62, ?, Assoc-voc
62, ?, Bachelors
62, ?, 10th
62, ?, 1st-4th
62, ?, Prof-school
62, ?, HS-grad
62, ?, 7th-8th
62, ?, 12th
62, ?, Some-college
62, ?, 5th-6th
62, ?, Preschool
62, ?, 11th
62, ?, Doctorate
62, ?, 9th
62, ?, Assoc-acdm
62, Self-emp-not-inc, Masters
62, Self-emp-not-inc, Assoc-voc
62, Self-emp-not-inc, Bachelors
62, Self-emp-not-inc, 10th
62, Self-emp-not-inc, 1st-4th
62, Self-emp-not-inc, Prof-school
62, Self-emp-not-inc, HS-grad
62, Self-emp-not-inc, 7th-8th
62, Self-emp-not-inc, 12th
62, Self-emp-not-inc, Some-college
62, Self-emp-not-inc, 5th-6th
62, Self-emp-not-inc, Preschool
62, Self-emp-not-inc, 11th
62, Self-emp-not-inc, Doctorate
62, Self-emp-not-inc, 9th
62, Self-emp-not-inc, Assoc-acdm
62, Never-worked, Masters
62, Never-worked, Assoc-voc
62, Never-worked, Bachelors
62, Never-worked, 10th
62, Never-worked, 1st-4th
62, Never-worked, Prof-school
62, Never-worked, HS-grad
62, Never-worked, 7th-8th
62, Never-worked, 12th
62, Never-worked, Some-college
62, Never-worked, 5th-6th
62, Never-worked, Preschool
62, Never-worked, 11th
62, Never-worked, Doctorate
62, Never-worked, 9th
62, Never-worked, Assoc-acdm
62, Local-gov, Masters
62, Local-gov, Assoc-voc
62, Local-gov, Bachelors
62, Local-gov, 10th
62, Local-gov, 1st-4th
62, Local-gov, Prof-school
62, Local-gov, HS-grad
62, Local-gov, 7th-8th
62, Local-gov, 12th
62, Local-gov, Some-college
62, Local-gov, 5th-6th
62, Local-gov, Preschool
62, Local-gov, 11th
62, Local-gov, Doctorate
62, Local-gov, 9th
62, Local-gov, Assoc-acdm
62, Private, Masters
62, Private, Assoc-voc
62, Private, Bachelors
62, Private, 10th
62, Private, 1st-4th
62, Private, Prof-school
62, Private, HS-grad
62, Private, 7th-8th
62, Private, 12th
62, Private, Some-college
62, Private, 5th-6th
62, Private, Preschool
62, Private, 11th
62, Private, Doctorate
62, Private, 9th
62, Private, Assoc-acdm
62, Without-pay, Masters
62, Without-pay, Assoc-voc
62, Without-pay, Bachelors
62, Without-pay, 10th
62, Without-pay, 1st-4th
62, Without-pay, Prof-school
62, Without-pay, HS-grad
62, Without-pay, 7th-8th
62, Without-pay, 12th
62, Without-pay, Some-college
62, Without-pay, 5th-6th
62, Without-pay, Preschool
62, Without-pay, 11th
62, Without-pay, Doctorate
62, Without-pay, 9th
62, Without-pay, Assoc-acdm
62, Self-emp-inc, Masters
62, Self-emp-inc, Assoc-voc
62, Self-emp-inc, Bachelors
62, Self-emp-inc, 10th
62, Self-emp-inc, 1st-4th
62, Self-emp-inc, Prof-school
62, Self-emp-inc, HS-grad
62, Self-emp-inc, 7th-8th
62, Self-emp-inc, 12th
62, Self-emp-inc, Some-college
62, Self-emp-inc, 5th-6th
62, Self-emp-inc, Preschool
62, Self-emp-inc, 11th
62, Self-emp-inc, Doctorate
62, Self-emp-inc, 9th
62, Self-emp-inc, Assoc-acdm
62, State-gov, Masters
62, State-gov, Assoc-voc
62, State-gov, Bachelors
62, State-gov, 10th
62, State-gov, 1st-4th
62, State-gov, Prof-school
62, State-gov, HS-grad
62, State-gov, 7th-8th
62, State-gov, 12th
62, State-gov, Some-college
62, State-gov, 5th-6th
62, State-gov, Preschool
62, State-gov, 11th
62, State-gov, Doctorate
62, State-gov, 9th
62, State-gov, Assoc-acdm
31, Federal-gov, Masters
31, Federal-gov, Assoc-voc
31, Federal-gov, Bachelors
31, Federal-gov, 10th
31, Federal-gov, 1st-4th
31, Federal-gov, Prof-school
31, Federal-gov, HS-grad
31, Federal-gov, 7th-8th
31, Federal-gov, 12th
31, Federal-gov, Some-college
31, Federal-gov, 5th-6th
31, Federal-gov, Preschool
31, Federal-gov, 11th
31, Federal-gov, Doctorate
31, Federal-gov, 9th
31, Federal-gov, Assoc-acdm
31, ?, Masters
31, ?, Assoc-voc
31, ?, Bachelors
31, ?, 10th
31, ?, 1st-4th
31, ?, Prof-school
31, ?, HS-grad
31, ?, 7th-8th
31, ?, 12th
31, ?, Some-college
31, ?, 5th-6th
31, ?, Preschool
31, ?, 11th
31, ?, Doctorate
31, ?, 9th
31, ?, Assoc-acdm
31, Self-emp-not-inc, Masters
31, Self-emp-not-inc, Assoc-voc
31, Self-emp-not-inc, Bachelors
31, Self-emp-not-inc, 10th
31, Self-emp-not-inc, 1st-4th
31, Self-emp-not-inc, Prof-school
31, Self-emp-not-inc, HS-grad
31, Self-emp-not-inc, 7th-8th
31, Self-emp-not-inc, 12th
31, Self-emp-not-inc, Some-college
31, Self-emp-not-inc, 5th-6th
31, Self-emp-not-inc, Preschool
31, Self-emp-not-inc, 11th
31, Self-emp-not-inc, Doctorate
31, Self-emp-not-inc, 9th
31, Self-emp-not-inc, Assoc-acdm
31, Never-worked, Masters
31, Never-worked, Assoc-voc
31, Never-worked, Bachelors
31, Never-worked, 10th
31, Never-worked, 1st-4th
31, Never-worked, Prof-school
31, Never-worked, HS-grad
31, Never-worked, 7th-8th
31, Never-worked, 12th
31, Never-worked, Some-college
31, Never-worked, 5th-6th
31, Never-worked, Preschool
31, Never-worked, 11th
31, Never-worked, Doctorate
31, Never-worked, 9th
31, Never-worked, Assoc-acdm
31, Local-gov, Masters
31, Local-gov, Assoc-voc
31, Local-gov, Bachelors
31, Local-gov, 10th
31, Local-gov, 1st-4th
31, Local-gov, Prof-school
31, Local-gov, HS-grad
31, Local-gov, 7th-8th
31, Local-gov, 12th
31, Local-gov, Some-college
31, Local-gov, 5th-6th
31, Local-gov, Preschool
31, Local-gov, 11th
31, Local-gov, Doctorate
31, Local-gov, 9th
31, Local-gov, Assoc-acdm
31, Private, Masters
31, Private, Assoc-voc
31, Private, Bachelors
31, Private, 10th
31, Private, 1st-4th
31, Private, Prof-school
31, Private, HS-grad
31, Private, 7th-8th
31, Private, 12th
31, Private, Some-college
31, Private, 5th-6th
31, Private, Preschool
31, Private, 11th
31, Private, Doctorate
31, Private, 9th
31, Private, Assoc-acdm
31, Without-pay, Masters
31, Without-pay, Assoc-voc
31, Without-pay, Bachelors
31, Without-pay, 10th
31, Without-pay, 1st-4th
31, Without-pay, Prof-school
31, Without-pay, HS-grad
31, Without-pay, 7th-8th
31, Without-pay, 12th
31, Without-pay, Some-college
31, Without-pay, 5th-6th
31, Without-pay, Preschool
31, Without-pay, 11th
31, Without-pay, Doctorate
31, Without-pay, 9th
31, Without-pay, Assoc-acdm
31, Self-emp-inc, Masters
31, Self-emp-inc, Assoc-voc
31, Self-emp-inc, Bachelors
31, Self-emp-inc, 10th
31, Self-emp-inc, 1st-4th
31, Self-emp-inc, Prof-school
31, Self-emp-inc, HS-grad
31, Self-emp-inc, 7th-8th
31, Self-emp-inc, 12th
31, Self-emp-inc, Some-college
31, Self-emp-inc, 5th-6th
31, Self-emp-inc, Preschool
31, Self-emp-inc, 11th
31, Self-emp-inc, Doctorate
31, Self-emp-inc, 9th
31, Self-emp-inc, Assoc-acdm
31, State-gov, Masters
31, State-gov, Assoc-voc
31, State-gov, Bachelors
31, State-gov, 10th
31, State-gov, 1st-4th
31, State-gov, Prof-school
31, State-gov, HS-grad
31, State-gov, 7th-8th
31, State-gov, 12th
31, State-gov, Some-college
31, State-gov, 5th-6th
31, State-gov, Preschool
31, State-gov, 11th
31, State-gov, Doctorate
31, State-gov, 9th
31, State-gov, Assoc-acdm
54, Federal-gov, Masters
54, Federal-gov, Assoc-voc
54, Federal-gov, Bachelors
54, Federal-gov, 10th
54, Federal-gov, 1st-4th
54, Federal-gov, Prof-school
54, Federal-gov, HS-grad
54, Federal-gov, 7th-8th
54, Federal-gov, 12th
54, Federal-gov, Some-college
54, Federal-gov, 5th-6th
54, Federal-gov, Preschool
54, Federal-gov, 11th
54, Federal-gov, Doctorate
54, Federal-gov, 9th
54, Federal-gov, Assoc-acdm
54, ?, Masters
54, ?, Assoc-voc
54, ?, Bachelors
54, ?, 10th
54, ?, 1st-4th
54, ?, Prof-school
54, ?, HS-grad
54, ?, 7th-8th
54, ?, 12th
54, ?, Some-college
54, ?, 5th-6th
54, ?, Preschool
54, ?, 11th
54, ?, Doctorate
54, ?, 9th
54, ?, Assoc-acdm
54, Self-emp-not-inc, Masters
54, Self-emp-not-inc, Assoc-voc
54, Self-emp-not-inc, Bachelors
54, Self-emp-not-inc, 10th
54, Self-emp-not-inc, 1st-4th
54, Self-emp-not-inc, Prof-school
54, Self-emp-not-inc, HS-grad
54, Self-emp-not-inc, 7th-8th
54, Self-emp-not-inc, 12th
54, Self-emp-not-inc, Some-college
54, Self-emp-not-inc, 5th-6th
54, Self-emp-not-inc, Preschool
54, Self-emp-not-inc, 11th
54, Self-emp-not-inc, Doctorate
54, Self-emp-not-inc, 9th
54, Self-emp-not-inc, Assoc-acdm
54, Never-worked, Masters
54, Never-worked, Assoc-voc
54, Never-worked, Bachelors
54, Never-worked, 10th
54, Never-worked, 1st-4th
54, Never-worked, Prof-school
54, Never-worked, HS-grad
54, Never-worked, 7th-8th
54, Never-worked, 12th
54, Never-worked, Some-college
54, Never-worked, 5th-6th
54, Never-worked, Preschool
54, Never-worked, 11th
54, Never-worked, Doctorate
54, Never-worked, 9th
54, Never-worked, Assoc-acdm
54, Local-gov, Masters
54, Local-gov, Assoc-voc
54, Local-gov, Bachelors
54, Local-gov, 10th
54, Local-gov, 1st-4th
54, Local-gov, Prof-school
54, Local-gov, HS-grad
54, Local-gov, 7th-8th
54, Local-gov, 12th
54, Local-gov, Some-college
54, Local-gov, 5th-6th
54, Local-gov, Preschool
54, Local-gov, 11th
54, Local-gov, Doctorate
54, Local-gov, 9th
54, Local-gov, Assoc-acdm
54, Private, Masters
54, Private, Assoc-voc
54, Private, Bachelors
54, Private, 10th
54, Private, 1st-4th
54, Private, Prof-school
54, Private, HS-grad
54, Private, 7th-8th
54, Private, 12th
54, Private, Some-college
54, Private, 5th-6th
54, Private, Preschool
54, Private, 11th
54, Private, Doctorate
54, Private, 9th
54, Private, Assoc-acdm
54, Without-pay, Masters
54, Without-pay, Assoc-voc
54, Without-pay, Bachelors
54, Without-pay, 10th
